id,name,online_order,book_table,rating,votes,location,rest_type,dish_liked,cuisines,approx_cost,type
27940,,Yes,No,4.4,638,Residency Road,Dessert Parlor,"Hot Chocolate Fudge, Chocolate Mousse, Ice Cream Strawberry, Vanilla Ice Cream, Thick Shakes, Fruit Salad, Fudge Cake","Ice Cream, Desserts",400,Desserts
27941,,No,No,3.2,6,Residency Road,Dessert Parlor,,"Ice Cream, Bakery, Desserts",200,Desserts
27942,,Yes,No,3.8,113,Residency Road,Dessert Parlor,"Chocolate Mousse, Pasta, Chocolate Cake, Lemon Tarts, Veg Burger","Desserts, Bakery",500,Desserts
27943,,Yes,No,3.8,82,Residency Road,Dessert Parlor,Waffles,"Desserts, Beverages",350,Desserts
27944,,No,No,3.9,51,Residency Road,Dessert Parlor,"Coffee, Cup Cake",Bakery,600,Desserts
27945,,Yes,Yes,4.2,63,MG Road,Cafe,,"Cafe, Healthy Food",800,Desserts
27946,,Yes,No,4.1,48,Church Street,Dessert Parlor,Nutella Pancakes,"Desserts, Ice Cream",300,Desserts
27947,,Yes,No,4.2,121,MG Road,"Cafe, Bakery","Hot Chocolate, Waffles, Chicken Pizza, Brownie, Tea, Chocolate Cupcake, Pasta","Cafe, Bakery",500,Desserts
27948,,No,No,3.6,55,Richmond Road,"Bakery, Quick Bites",Plum Cake,"Bakery, Fast Food",300,Desserts
27949,,Yes,No,4.2,123,St. Marks Road,Dessert Parlor,"Waffles, Liege Waffle, Salted Caramel Ice Cream, Ice Cream Sandwiches, Ice Cream Sandwich","Desserts, Ice Cream",400,Desserts
27950,,No,No,3.9,91,Lavelle Road,"Beverage Shop, Dessert Parlor","Thick Shakes, Vanilla Ice Cream","Beverages, Desserts, Ice Cream",400,Desserts
27951,,No,No,3.4,14,Richmond Road,Bakery,,"Bakery, Fast Food",200,Desserts
27952,,Yes,No,4.1,67,MG Road,Dessert Parlor,"Cup Cake, Pasta, Sandwich, Fries",Desserts,900,Desserts
27953,,Yes,No,3.9,62,Shanti Nagar,Beverage Shop,"Fruit Lassi, Sweet Lassi, Kulfi, Banana Split","Beverages, Desserts, Juices",150,Desserts
27954,,No,No,3.3,5,Shanti Nagar,Bakery,,"Bakery, Beverages",250,Desserts
27955,,No,No,4,124,Church Street,"Beverage Shop, Quick Bites","Sandwiches, Chicken Sandwich, Oreo Shake, Irish Coffee Cream","Beverages, Fast Food",500,Desserts
27956,,Yes,No,3.7,18,Brigade Road,Beverage Shop,,"Beverages, Ice Cream",200,Desserts
27957,,Yes,No,4,94,Brigade Road,Dessert Parlor,Italian Wonder,"Desserts, Ice Cream",300,
27958,,Yes,No,4.3,658,Cunningham Road,"Cafe, Dessert Parlor","Cappuccino, Eclair, Pizza, Coffee, Blueberry Cheesecake, Oreo Cheesecake, Tiramisu","Cafe, Desserts",750,Desserts
27959,,No,No,4,38,Vasanth Nagar,"Cafe, Dessert Parlor","Salted Caramel, Pie","Cafe, Desserts, Beverages","1,100",Desserts
27960,,Yes,No,4.2,444,Ulsoor,"Cafe, Bakery","Coffee, Cheesecake, Chicken Baguette, Pasta, Mudcake, Hot Chocolate, Wedges","Cafe, Mediterranean, Bakery, Greek, Beverages",700,
27961,,Yes,No,4.1,80,Commercial Street,"Quick Bites, Beverage Shop","Sandwiches, Rose Faluda, Pizza, Custard Apple Cream, Pav Bhaji","Fast Food, Pizza, Rolls, Beverages, Juices",350,Desserts
27962,,No,No,4,187,Commercial Street,Quick Bites,"Badam Milk, Chaat, Rasmalai, Mysore Pak, Samosa, Paneer Cutlets, Kachori","Mithai, Fast Food",400,Desserts
27963,,No,No,3.9,37,Commercial Street,Sweet Shop,,"Mithai, Street Food",150,Desserts
27964,,No,No,3.6,38,Shivajinagar,Quick Bites,,"South Indian, Street Food, Beverages, Desserts",250,Desserts
27965,,Yes,No,4.1,34,Cunningham Road,Dessert Parlor,"Filter Coffee, Triple Chocolate, Brownie Chocolate, Vanilla Ice Cream, Brownie Shake, Tiramisu, Chocolate Shake","Desserts, Fast Food",300,Desserts
27966,,No,No,3.4,9,Wilson Garden,"Sweet Shop, Quick Bites",,"Mithai, Street Food",100,Desserts
27967,,Yes,No,3.2,5,Shivajinagar,"Cafe, Bakery",,"Cafe, Bakery",400,Desserts
27968,,No,Yes,4.3,497,Residency Road,"Microbrewery, Casual Dining","Craft Beer, Cocktails, Stout, Chicken Wings, Fish, Brewed Beer, Mysore Pak",Modern Indian,"2,000",Dine-out
27969,,No,No,4.6,4119,Residency Road,"Microbrewery, Casual Dining","Pizza, Cocktails, Peri Peri Chicken, Craft Beer, Mocktails, Nachos, Pasta","Continental, BBQ, Salad","1,500",
27970,,No,No,4.3,1817,Residency Road,Casual Dining,"Mutton Biryani, Chicken Biryani, Chicken 65, Mutton Pepper, Hyderabadi Biryani, Andhra Biryani, Mutton Keema Balls","Andhra, Biryani",800,
27971,,No,Yes,4.5,682,Residency Road,Fine Dining,"Appam, Fish, Sea Food, Cocktails, Prawn, Thali, Paratha","Mangalorean, Konkan, Seafood, Kerala","3,500",Dine-out
27972,,No,Yes,4.3,2246,Residency Road,"Microbrewery, Lounge","Spaghetti, Pizza, Wheat Beer, Cocktails, Risotto, Nachos, Draught Beer","Continental, Italian","1,700",Dine-out
27973,,Yes,Yes,4.2,2872,Residency Road,"Casual Dining, Cafe","Pizza, Mushroom Soup, Pasta, Banana Smoothie, Almond Soup, Potato Skins, Kiwi Lemonade","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",800,Dine-out
27974,,No,Yes,4.3,678,Residency Road,Casual Dining,"Sushi, Tuna Sashimi, Salads, Tofu Teriyaki, Pork Rice, Fried Noodles, Ramen",Japanese,"2,000",Dine-out
27975,,Yes,No,4.3,2177,Residency Road,Casual Dining,"Chicken Boneless Biryani, Mutton Biryani, Hyderabadi Biryani, Andhra Style Biryani, Vegetable Biryani, Fry Prawns, Paneer Biryani","Biryani, Andhra, North Indian, Seafood",600,Dine-out
27976,,No,Yes,4.4,229,Residency Road,"Bar, Casual Dining","Cocktails, Corn Fritters, Sangria, Butter Chicken, Paneer Steak, Chicken Steak, Chicken Cutlet","Asian, Burger, Chinese, Finger Food","1,200",Dine-out
27977,,Yes,Yes,4.1,866,Residency Road,Casual Dining,"Sea Food, Neer Dosa, Crab Ghee Roast, Jumbo Prawns, Thali, Crab Butter, Crab Masala","Seafood, Mangalorean, North Indian, Chinese","1,400",Dine-out
27978,,No,No,4.3,1195,Residency Road,Casual Dining,"Noodles, Coriander Soup, Chicken Lollipop, Honey Potato, Momos, Schezwan Fried Rice, Chicken Drumstick",Chinese,550,Dine-out
27979,,No,No,4.1,1015,Residency Road,Casual Dining,"Hyderabadi Biryani, Masala Poori, Kulcha, Butter Masala Dosa, Chaat, Filter Coffee, Kesari Bath","North Indian, Chinese, Continental, South Indian, Street Food, Juices",500,Dine-out
27980,,No,No,4.3,79,Residency Road,Cafe,"Miso Soup, Tempura","Cafe, Japanese",400,Dine-out
27981,,No,Yes,4.1,105,Residency Road,Pub,"Cocktails, Pizza, Fries, Wings, Mango Phirni, Fish Grill","Continental, Chinese, Fast Food","1,000",Dine-out
27982,,No,No,4,519,Residency Road,Bar,"Masala Peanuts, Beer, Chicken Lollipop, Pepper Chicken, Chilli Chicken, Fried Rice, Chicken Tikka","North Indian, Chinese, Fast Food","1,000",Dine-out
27983,,No,Yes,4.3,432,Residency Road,"Fine Dining, Bar","Dumplings, Momos, Chenin Blanc, Mapo Tofu, Cocktails, Noodles, Egg Fried Rice",Chinese,"3,500",Dine-out
27984,,Yes,No,3.9,367,Residency Road,Casual Dining,"Ghee Rice, Biryani, Brain Pepper Fry, Chicken Kebab, Chicken Grill, Grape Juice, Kerala Parotta","North Indian, Chinese, Mughlai, Seafood",800,Dine-out
27985,,No,No,4,228,Residency Road,Casual Dining,"Masala Dosa, Naan, Vada, Pongal, Grape Juice, Coffee, Kulcha","North Indian, South Indian, Chinese, Juices",700,Dine-out
27986,,No,No,4.1,29,Residency Road,Casual Dining,,Beverages,"2,000",Dine-out
27987,,No,Yes,4,94,Residency Road,Lounge,Decor,Finger Food,"2,000",Dine-out
27988,,No,No,3.6,46,Residency Road,Lounge,,Finger Food,"1,700",Dine-out
27989,,Yes,No,3.6,123,Residency Road,Cafe,"Coffee, Fries, Cappuccino, Margherita Pizza","Cafe, Beverages, Fast Food",600,Dine-out
27990,,No,Yes,3.9,107,Residency Road,Casual Dining,"Cut Fruits, Pasta, Sunday Brunch, Chilli Chicken, Curd Rice",North Indian,"1,900",Dine-out
27991,,Yes,No,4,135,Residency Road,"Beverage Shop, Quick Bites","Banana Cake, Ginger Tea, Masala Chai, Samosa, Ginger Chai, Poha, Egg Puff","Fast Food, Beverages",250,Dine-out
27992,,No,No,4,210,Residency Road,Casual Dining,"Spring Roll, Chicken Lollipop, Chaap, Momos, Lamb, Chicken Manchow Soup, Hakka Noodles","Chinese, Momos",500,Dine-out
27993,,No,No,0,0,Residency Road,Cafe,,"North Indian, South American, Cafe",200,Dine-out
27994,,No,No,3,12,Residency Road,Cafe,,"Cafe, Fast Food",900,Dine-out
27995,,Yes,No,4,67,Residency Road,Quick Bites,"Pav Bhaji, Kulfi, Chaat, Fries, Coffee, Chole Bhature, Paratha","South Indian, North Indian, Chinese, Fast Food",300,Dine-out
27996,,Yes,No,2.9,26,Residency Road,Quick Bites,,"Street Food, Juices",300,Dine-out
27997,,Yes,No,3.9,458,Residency Road,Quick Bites,"Rice Kheer, Hariyali Chicken, Chicken Kebab, Chicken Biryani, Firewood Biryani, Mutton Biryani, Badam Phirni","Biryani, Kebab, Rolls",400,Dine-out
27998,,Yes,No,3.9,253,Residency Road,Quick Bites,"Rolls, Veggie Wrap, Chicken Wrap, Paneer Wrap, Chole, Dal Makhani, Jal-jeera","North Indian, Biryani, Fast Food",500,Dine-out
27999,,No,Yes,4.4,4614,MG Road,Lounge,"Cocktails, Lasagne, Mocktails, Martini, Mutton Pepper, Long Island Iced Tea, Mojito","Asian, North Indian, Thai","1,700",
28000,,No,Yes,4.5,2219,Richmond Road,Casual Dining,"Salads, Cocktails, Hazelnut Cake, Pepperoni Pizza, Mocktails, Calamari, Risotto","Mediterranean, European, Salad","1,800",Dine-out
28001,,No,Yes,4.2,3140,Lavelle Road,Lounge,"Cocktails, Long Island Iced Tea, Mojito, Peri Peri Chicken, Mocktails, Chicken Satay, Beer",Continental,"2,500",
28002,,No,Yes,4.5,8419,Brigade Road,"Pub, Microbrewery","Kamikaze, Long Island Iced Tea, Pizza, Hefeweizen, Cocktails, Belgian Brew Beer, Chicken Bbq Wings","American, Continental","2,000",
28003,,No,Yes,4.4,895,Lavelle Road,Fine Dining,"Cocktails, Sushi, Salmon, Martini, Tempura Prawns, Chicken Gyoza, Ramen","Asian, Japanese, Thai","3,000",
28004,,No,Yes,4.4,2143,Lavelle Road,Fine Dining,"Pasta, Breakfast Buffet, Lasagne, Salads, Chocolate Cake, Chicken Soup, Seafood Salad","North Indian, Continental, Italian","2,200",Dine-out
28005,,Yes,Yes,4.4,2245,Lavelle Road,"Fine Dining, Lounge","Sushi, Dumplings, Sea Food, Chocolate Volcano, Lamb, Sunday Brunch, Chicken Yakitori","Japanese, Asian","3,000",
28006,,No,Yes,4.6,2372,MG Road,Fine Dining,"Dumplings, Noodles, Cocktails, Mocktails, Mango Mascarpone Gateau, Macaroon, Chocolate Hazelnut Mousse","Chinese, Asian, Cantonese, Tea","2,800",
28007,,No,No,4.2,1364,Richmond Road,Casual Dining,"Hyderabadi Biryani, Haleem, Andhra Biryani, Chicken Biryani, Mutton Biryani, Ghee Rice, Butter Chicken","Biryani, North Indian, Chinese",700,Dine-out
28008,,No,No,4.5,1610,Brigade Road,"Casual Dining, Bar","Cocktails, Chicken Curry, Beer, Watermelon Mojito, Bbq Mushroom, Kokum Sharbat, Brain Fry",South Indian,"1,500",
28009,,Yes,Yes,3.9,1943,MG Road,Casual Dining,"Salads, Cocktails, Khao Suey, Laksa, Jumbo Prawns, Veg Sushi, Espresso Martini","Thai, Japanese, Korean, Burmese, Chinese","2,100",Dine-out
28010,,No,Yes,4.5,403,Brigade Road,"Microbrewery, Casual Dining","Cocktails, Mocktails, Pizza, Sweet Yogurt, Jujeh Kabab, Burgers, Karela Chaat","Asian, Continental, European, North Indian","1,500",
28011,,No,No,4.4,2435,Lavelle Road,"Casual Dining, Microbrewery","Appletini, Wheat Beer, Lamb Tacos, Cocktails, Martini, Stout, Sangria",Modern Indian,"1,500",
28012,,No,Yes,4.5,5290,St. Marks Road,"Casual Dining, Bar","Burgers, Cocktails, Legendary Hrc Burger, Nachos, Sandwiches, Bloody Mary, Mocktails","American, BBQ","2,500",
28013,,No,Yes,4.6,1095,Richmond Road,Casual Dining,"Cocktails, Salads, Pork Ribs, Tomato Soup, Burgers, Mushroom Toast, Cheesecake","European, Asian","1,500",
28014,,No,No,4.2,650,St. Marks Road,"Pub, Casual Dining","Sangria, Chole, Cocktails, Pizza, Nachos, Noodles, Fish","Continental, Chinese, North Indian, Finger Food","1,300",
28015,,No,Yes,4.1,1343,Lavelle Road,"Casual Dining, Bar","Penne Pasta, Pizza, Cocktails, Salads, Risotto, Sea Food, Crab Cake","European, Italian, Seafood, Continental","2,100",Dine-out
28016,,No,Yes,4.1,2051,Infantry Road,Casual Dining,"Hyderabadi Biryani, Firni, Kulfi, Lassi, Mutton Biryani, Gosht Dum Biryani, Raan","North Indian, Mughlai","1,600",Dine-out
28017,,Yes,Yes,4.3,3498,Lavelle Road,"Pub, Microbrewery","Wheat Beer, Pizza, Cocktails, Virgin Sangria, Pork Chops, Meatballs, Craft Beer","Continental, BBQ, Finger Food","1,700",Dine-out
28018,,No,Yes,4.1,193,Church Street,Casual Dining,"Guntur Chicken Biryani, Thali, Andhra Chilli Chicken, Raita, Kothu Paratha, Coconut Mousse, Tender Coconut Payasam","South Indian, Kerala, Andhra, Biryani, Chettinad, Konkan, Mangalorean","1,000",Dine-out
28019,,No,Yes,4.3,772,Lavelle Road,"Fine Dining, Microbrewery","Chicken Tikka, Faluda, Raita, Tarkari Biryani, Lamb, Butter Naan, Fish","North Indian, Seafood","3,000",Dine-out
28020,,No,Yes,4.2,1472,MG Road,"Pub, Casual Dining","Salad, Beer, Nachos, Chicken Wings, Onion Rings, Chilli Paneer, Roti","Continental, Chinese, Finger Food, North Indian","1,500",Dine-out
28021,,Yes,Yes,4.3,2053,MG Road,Casual Dining,"Spaghetti, Beef Steak, Bbq Chicken Pizza, Burgers, Apple Pie, Ice Tea, Salads","Steak, Italian, Continental, American, Burger, BBQ, Salad","1,500",Dine-out
28022,,No,No,3.8,2332,St. Marks Road,Casual Dining,"Coffee, Kulfi, Beef Steak, Chocolate Shake, Sandwiches, Beer, Omelette","South Indian, North Indian, Chinese, Beverages",700,Dine-out
28023,,No,No,4.3,1051,Lavelle Road,Lounge,"Nachos, Cocktails, Tacos, Prawn Taquitos, Churros, Chimichangas, Enchiladas","Mexican, Tex-Mex","1,500",
28024,,No,Yes,4.3,611,Infantry Road,"Casual Dining, Bar","Cocktails, Stir Fried Noodles, Cheesecake, Jasmine Rice, Kung Pao Vegetables, Veg Sushi, Octopus Takoyaki","Asian, Japanese, Thai, Malaysian, Vietnamese, Korean, Chinese","2,500",
28025,,Yes,Yes,3.9,1377,MG Road,Fine Dining,"Mutton Biryani, Dal Makhani, Chicken Malai Tikka, Paneer Makhani, Faluda, Jal-jeera, Cocktails",North Indian,"2,100",Dine-out
28026,,No,Yes,4.4,1211,Brigade Road,Casual Dining,"Sushi, Kimchi, Pork Sizzler, Chicken Donburi, Shrimp Donburi, Crab Roll, Bulgogi","Korean, Chinese, Japanese","1,100",Dine-out
28027,,Yes,Yes,4.5,1431,Church Street,"Casual Dining, Bar","Hunan Tofu, Noodles, Jumbo Prawns, Jasmine Tea, Chicken Momo, Cocktails, Momos",Chinese,"1,700",Dine-out
28028,,No,Yes,4.6,1439,Lavelle Road,Fine Dining,"Salads, Martini, Tiramisu, Caviar, Ravioli, Cocktails, Wine","Spanish, Italian, Mediterranean, European, Salad","2,200",Dine-out
28029,,Yes,Yes,4.4,1854,Lavelle Road,Casual Dining,"Pizza, Pasta, Pepperoni, Wine, Salads, Chicken Bruschetta, Tiramisu","Italian, Salad","1,500",Dine-out
28030,,Yes,Yes,4.4,726,MG Road,"Casual Dining, Cafe","Burgers, Sandwiches, Peanut Butter Smoothie, Margherita Pizza, Ravioli, Cocktails, Salad","American, Cafe, Continental","1,700",Dine-out
28031,,No,No,4.3,1749,Church Street,Lounge,"Masala Peanuts, Cocktails, Pasta, Paratha, Pizza, Burgers, Brownie","Continental, Mediterranean, European","1,300",Dine-out
28032,,No,Yes,4.1,1750,Church Street,Cafe,"Mushroom Quiche, Chicken Quiche, Coffee, Caramel Frappe, Espresso, Chocolate Milkshake, Tea","Cafe, Continental, American, Desserts","1,000",Dine-out
28033,,No,Yes,4.4,152,Lavelle Road,"Casual Dining, Bar","Cocktails, Peri Peri Chicken Burger, Pasta, Brownie, Jalapeno Poppers, Mocktails, Basil Pesto","North Indian, Chinese, Continental, Italian","1,000",Dine-out
28034,,No,Yes,4.3,537,Shanti Nagar,Casual Dining,"Sushi, Miso Soup, Steak, Ramen, Tea, Rolls, Tempura",Japanese,"1,400",Dine-out
28035,,No,Yes,4.4,314,MG Road,Casual Dining,"Pizza, Seafood Pasta, Panna Cotta, Tiramisu, Lasagne, Ravioli, Virgin Sangria",Italian,"1,500",
28036,,No,Yes,4.4,578,Lavelle Road,Fine Dining,"Pizza, Tiramisu, Pasta, Lobster, Risotto, Panna Cotta, Salad",Italian,"4,000",Dine-out
28037,,Yes,No,4.4,2162,Brigade Road,Casual Dining,"Brain Fry, Butter Chicken, Chicken Manchurian, Mutton Biryani, Chicken Tikka Masala, Chilli Chicken, Shaadi Ki Biryani","North Indian, Mughlai, South Indian, Chinese",750,Dine-out
28038,,No,Yes,4.2,263,Brigade Road,Pub,"Beer, Cocktails","American, North Indian, Chinese","1,500",
28039,,No,Yes,3.9,54,MG Road,Casual Dining,Pasta,"BBQ, Biryani, Continental","1,500",Dine-out
28040,,No,Yes,4.2,341,Lavelle Road,"Casual Dining, Bar","Brownie, Mutton Seekh, Salads, Rasmalai, Tandoori Aloo, Mutton Soup, Lunch Buffet","North Indian, Mughlai","1,000",Dine-out
28041,,No,No,4.3,2282,Church Street,"Bar, Casual Dining","Peri Peri Chicken, Burgers, Cocktails, Beef Steak, Draught Beer, Chicken Sandwich, Peri Fries","Finger Food, Continental","1,100",
28042,,No,Yes,4.3,301,St. Marks Road,"Bar, Casual Dining","Cocktails, Peri Peri Wings, Brownie, Tempura Prawns, Burgers, Mezze Platter, Pizza","Mediterranean, Italian, Asian","1,200",
28043,,No,No,4.3,469,Lavelle Road,"Casual Dining, Microbrewery","Chicken Kebab, Butter Chicken, Papdi Chaat, Pizza, Dahipuri, Cocktails, Rice Kheer","BBQ, North Indian","1,500",Dine-out
28044,,No,Yes,4.2,2080,Lavelle Road,Casual Dining,"Coffee, Sandwiches, Mushroom Pasta, Mocktails, Creme Brulee, Burgers, Salads","European, French, Salad","1,500",Dine-out
28045,,No,Yes,4.4,198,MG Road,Fine Dining,"Wine, Salad, Steak, Coffee, Pork Chops","Mediterranean, Continental, French, Italian","2,000",
28046,,No,Yes,4.2,226,MG Road,"Pub, Casual Dining","Pizza, Fish, Cocktails, Cosmopolitan, Pasta Alfredo, Brownie Chocolate, Potli Biryani","Continental, Finger Food, Pizza, North Indian","1,000",Dine-out
28047,,Yes,Yes,4.2,2290,St. Marks Road,"Casual Dining, Bar","Cocktails, Mocktails, Pizza, Butter Chicken Burger, Paan Ice Cream, Margarita, Sangria","European, North Indian, Mediterranean, Asian, Salad","1,400",Dine-out
28048,,No,No,4.3,699,Lavelle Road,Casual Dining,"Noodles, Laksa, Cocktails, Dumplings, Sangria, Momos, Sushi","Thai, Chinese, Indonesian, Asian, Momos","1,500",Dine-out
28049,,No,No,4.2,1354,Church Street,Pub,"Cocktails, Bruschettas, Beer, Tiramisu, Brownie, Chicken Popcorn, Chicken Bbq Wings","Continental, Italian, Burger","1,100",Dine-out
28050,,Yes,Yes,4.3,512,Lavelle Road,"Casual Dining, Bar","Rice Bowl, Lamb, Chocolava, Rolls, Paneer Manchurian, Momos, Singapore Chicken","Chinese, Momos","1,300",Dine-out
28051,,Yes,Yes,4.5,875,MG Road,Casual Dining,"Cocktails, Khao Suey, Mocktails, Salad, Beer, Malacca Curry, Sangria","Asian, Thai","1,800",Dine-out
28052,,Yes,Yes,4,940,Church Street,"Casual Dining, Bar","Burgers, Mocktails, Pasta, Cocktails, Beef Steak, Lunch Buffet, Chicken Steak","American, Continental, Steak, Salad","1,000",Dine-out
28053,,Yes,No,4,57,Brigade Road,Casual Dining,"Sea Food, Sushi","Japanese, Sushi, Asian","1,500",Dine-out
28054,,No,Yes,4.4,136,Richmond Road,Casual Dining,"Chocolate Cookies, Cocktails, Fudge Sundae, Jasmine Rice, Gong Bao Chicken, Date Pancakes, Golden Fried Prawns",Chinese,"1,200",Dine-out
28055,,Yes,Yes,4.2,861,Church Street,Casual Dining,"Murgh Ghee Roast, Sea Food, Neer Dosa, Fish, Prawn Ghee Roast, Appam, Ghee Roast Paneer","Seafood, Mangalorean, North Indian, Chinese","1,400",Dine-out
28056,,No,Yes,4.3,365,Richmond Road,Fine Dining,"Dal Bukhara, Biryani, Fish, Gulab Jamun, Kulfi, Warqi Parantha, Raan","North Indian, Mughlai","3,500",Dine-out
28057,,Yes,Yes,4.2,82,Brigade Road,Casual Dining,"Cocktails, Badam Milk, Mutton Liver Fry, Neer Dosa, Paan Mojito, Veg Thali, Mocktails","Seafood, South Indian, Bar Food, Mangalorean, Konkan",700,Dine-out
28058,,Yes,No,4.1,1136,Brigade Road,Casual Dining,"Sizzler Brownie, Steak, Potato Mash, Caramel Custard, Pasta, Spicy Chicken Sizzler, Spaghetti","American, Continental, Fast Food, Steak","1,500",Dine-out
28059,,No,Yes,3.9,685,Church Street,"Casual Dining, Bar","Beer, Pepper Chicken, Prawn Curry, Appam, Fry Prawns, Chicken Chettinad, Idiyappam","South Indian, Chettinad, Kerala, Seafood","1,200",Dine-out
28060,,No,No,4.1,4448,Brigade Road,"Casual Dining, Pub","Burgers, Beer, Veg Lasagna, Peri Peri Chicken Wings, Barbecue Wings, Sandwiches, Beef Steak","American, Continental, BBQ, Steak","1,200",
28061,,No,Yes,4.2,551,MG Road,"Casual Dining, Pub","Pizza, Nachos, Draught Beer, Pasta, Brownie, Potli Biryani, Mojito","North Indian, Pizza, Chinese","1,500",Dine-out
28062,,No,Yes,4.3,331,Richmond Road,Casual Dining,"Fish, Pepper Corn, Salads, Mutton Biryani, Lunch Buffet, Apple Pie, Dahi Vada","North Indian, Chinese, South Indian, Continental","1,200",Dine-out
28063,,No,Yes,4,184,Church Street,Casual Dining,"Tandoori Chicken, Rumali Roti, Butter Chicken, Malai Kofta, Chicken Curry, Palak Paneer, Chicken Biryani",North Indian,"1,300",Dine-out
28064,,Yes,Yes,4.1,463,Church Street,Casual Dining,"Lassi, Aloo Paratha, Jalebi, Palak Paneer, Cheese Naan",North Indian,600,Dine-out
28065,,No,Yes,4.1,560,Brigade Road,"Pub, Casual Dining","Murgh Ghee Roast, Fried Rice, Draught Beer, Beef Chilli, Chicken Curry, Fish Fingers, French Fries",Finger Food,"1,100",Dine-out
28066,,Yes,No,4.1,1222,Brigade Road,Bar,"Cocktails, Pizza, Murgh Platter, Draught Beer, Veg Platter, Chicken Wings, Fries","Continental, Chinese","2,000",Dine-out
28067,,Yes,No,4.3,335,Church Street,Casual Dining,"Lassi, Paratha, Chicken Tikka, Mutton Pulao, Dal Makhani, Garlic Naan, Kheer","North Indian, Mughlai",800,Dine-out
28068,,No,Yes,4.3,457,MG Road,Fine Dining,"Crispy Prawns, Momos, Cocktails, Pan Fried Noodles, Chocolate Cake, Veg Dim Sums, Dumplings","Chinese, Momos","3,000",Dine-out
28069,,No,No,4.1,1546,Lavelle Road,Pub,"Beer, Cocktails, Beef Steak, Beef Chilli, Nachos, Pasta, Pizza","Continental, Steak","1,200",Dine-out
28070,,No,Yes,4.1,612,MG Road,Club,"Cocktails, Paneer Tikka, Beer",Continental,"2,800",Dine-out
28071,,No,Yes,3.9,305,Shanti Nagar,Cafe,"Hot Chocolate, Sandwiches, Garden Pizza, Pasta, Cappuccino, Garlic Bread, Sunday Morning Breakfast","Cafe, Italian",750,Dine-out
28072,,Yes,No,4.2,1773,St. Marks Road,Casual Dining,"Omelette, French Toast, Bun Masala, Pasta, Egg Pav Bhaji, Fajitas, Paneer Wrap","Continental, American",750,Dine-out
28073,,Yes,No,3.8,390,Brigade Road,Casual Dining,"Mocktails, Garlic Bread, Potato Wedges, Pasta, Cheesy Pizza, Fries, Paneer Pizza","Pizza, Fast Food",750,Dine-out
28074,,No,No,2,398,Brigade Road,Lounge,"Dance Floor, Dj",Finger Food,"1,500",Dine-out
28075,,No,Yes,4,752,Church Street,Pub,"Beer, Butter Garlic Prawns, Potato Wedges, Nachos, Pasta, Cocktails, Burgers","Finger Food, Continental, Asian, North Indian","1,100",Dine-out
28076,,Yes,No,4.2,121,MG Road,"Cafe, Bakery","Hot Chocolate, Waffles, Chicken Pizza, Brownie, Tea, Chocolate Cupcake, Pasta","Cafe, Bakery",500,Dine-out
28077,,No,No,2.6,408,MG Road,Pub,"Tandoori Chicken, Onion Rings, Masala Peanuts, Draught Beer, Panneer Butter Masala, Cocktails","North Indian, Chinese","1,000",Dine-out
28078,,Yes,No,4.3,131,Brigade Road,Casual Dining,"Tom Yum Soup, Fish, Salad",Thai,700,Dine-out
28079,,No,No,4.2,703,St. Marks Road,Quick Bites,"Filter Coffee, Rava Idli, Rava Masala Dosa, Vada, Raagi Dosa, Podi Dosa, Badam Halwa",South Indian,300,Dine-out
28080,,Yes,No,3.8,159,Infantry Road,Casual Dining,"Noodles, Chicken Salad, Lunch Buffet, Fish, Sour Soup, Manchurian, Salads","Chinese, Thai, Indonesian","1,300",Dine-out
28081,,No,No,3.1,23,Shanti Nagar,Casual Dining,,"South Indian, Chinese",450,Dine-out
28082,,Yes,No,3.7,84,Shanti Nagar,Casual Dining,"Mutton Biryani, Noodles, Butter Chicken, Naan, Panneer Butter Masala","North Indian, Chinese",500,
28083,,No,Yes,3.8,98,Lavelle Road,"Cafe, Bakery","Pancakes, Sandwich, Coffee","Cafe, Bakery, Continental","1,000",Dine-out
28084,,Yes,No,4.1,119,Richmond Road,Casual Dining,"Cosmopolitan, Salads, Chaat, Coffee, Biryani, Dal Makhani, Butter Chicken","Continental, Asian, Italian","1,000",Dine-out
28085,,Yes,Yes,3.3,60,St. Marks Road,Quick Bites,Biryani,"Fast Food, North Indian",400,Dine-out
28086,,No,No,4,105,Lavelle Road,"Cafe, Quick Bites","Salads, Sandwiches, Arugula Salad, Pasta, Avocado Sandwich, Protein Smoothie, Spaghetti","Cafe, Italian, Healthy Food","1,200",Dine-out
28087,,No,No,4,33,Richmond Road,Cafe,,Cafe,800,Dine-out
28088,,Yes,No,3.2,34,Shanti Nagar,Casual Dining,,"North Indian, Chinese, Seafood, Mangalorean",550,Dine-out
28089,,No,Yes,4,197,MG Road,"Lounge, Bar","Cocktails, Mai Thai, Pizza, Lemon Basil Chicken","North Indian, Mediterranean, Chinese","3,000",Dine-out
28090,,No,No,3.6,44,Brigade Road,Kiosk,,North Indian,300,Dine-out
28091,,Yes,No,2.6,313,Shanti Nagar,Casual Dining,"Mutton Biryani, Shawarma, Mutton Chops, Pahadi Kebab, Chicken Kebab, Mango Shake, Rolls","Mughlai, North Indian, Chinese",700,Dine-out
